"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"27/02/2024 15:00:00 - 27/02/2024 16:00:00","BZN|FR","Without Sequence","58.29","",""
"27/02/2024 16:00:00 - 27/02/2024 17:00:00","BZN|FR","Without Sequence","59.74","",""
"27/02/2024 17:00:00 - 27/02/2024 18:00:00","BZN|FR","Without Sequence","96.67","",""
"27/02/2024 18:00:00 - 27/02/2024 19:00:00","BZN|FR","Without Sequence","105.17","",""
"27/02/2024 19:00:00 - 27/02/2024 20:00:00","BZN|FR","Without Sequence","84.69","",""
"27/02/2024 20:00:00 - 27/02/2024 21:00:00","BZN|FR","Without Sequence","73.05","",""
"27/02/2024 21:00:00 - 27/02/2024 22:00:00","BZN|FR","Without Sequence","70.45","",""
"27/02/2024 22:00:00 - 27/02/2024 23:00:00","BZN|FR","Without Sequence","70.45","",""
"27/02/2024 23:00:00 - 28/02/2024 00:00:00","BZN|FR","Without Sequence","60.36","",""
"28/02/2024 00:00:00 - 28/02/2024 01:00:00","BZN|FR","Without Sequence","59.40","",""
"28/02/2024 01:00:00 - 28/02/2024 02:00:00","BZN|FR","Without Sequence","61.34","",""
"28/02/2024 02:00:00 - 28/02/2024 03:00:00","BZN|FR","Without Sequence","63.46","",""
"28/02/2024 03:00:00 - 28/02/2024 04:00:00","BZN|FR","Without Sequence","63.87","",""
"28/02/2024 04:00:00 - 28/02/2024 05:00:00","BZN|FR","Without Sequence","67.63","",""
"28/02/2024 05:00:00 - 28/02/2024 06:00:00","BZN|FR","Without Sequence","71.04","",""
"28/02/2024 06:00:00 - 28/02/2024 07:00:00","BZN|FR","Without Sequence","80.10","",""
"28/02/2024 07:00:00 - 28/02/2024 08:00:00","BZN|FR","Without Sequence","104.49","",""
"28/02/2024 08:00:00 - 28/02/2024 09:00:00","BZN|FR","Without Sequence","85.46","",""
"28/02/2024 09:00:00 - 28/02/2024 10:00:00","BZN|FR","Without Sequence","73.99","",""
"28/02/2024 10:00:00 - 28/02/2024 11:00:00","BZN|FR","Without Sequence","67.55","",""
"28/02/2024 11:00:00 - 28/02/2024 12:00:00","BZN|FR","Without Sequence","63.93","",""
"28/02/2024 12:00:00 - 28/02/2024 13:00:00","BZN|FR","Without Sequence","56.78","",""
"28/02/2024 13:00:00 - 28/02/2024 14:00:00","BZN|FR","Without Sequence","56.38","",""
"28/02/2024 14:00:00 - 28/02/2024 15:00:00","BZN|FR","Without Sequence","53.64","",""
"28/02/2024 15:00:00 - 28/02/2024 16:00:00","BZN|FR","Without Sequence","49.65","",""
"28/02/2024 16:00:00 - 28/02/2024 17:00:00","BZN|FR","Without Sequence","60.25","",""
"28/02/2024 17:00:00 - 28/02/2024 18:00:00","BZN|FR","Without Sequence","75.86","",""
"28/02/2024 18:00:00 - 28/02/2024 19:00:00","BZN|FR","Without Sequence","79.00","",""
"28/02/2024 19:00:00 - 28/02/2024 20:00:00","BZN|FR","Without Sequence","66.96","",""
"28/02/2024 20:00:00 - 28/02/2024 21:00:00","BZN|FR","Without Sequence","64.07","",""
"28/02/2024 21:00:00 - 28/02/2024 22:00:00","BZN|FR","Without Sequence","64.77","",""
"28/02/2024 22:00:00 - 28/02/2024 23:00:00","BZN|FR","Without Sequence","64.77","",""
"28/02/2024 23:00:00 - 29/02/2024 00:00:00","BZN|FR","Without Sequence","55.78","",""
"29/02/2024 00:00:00 - 29/02/2024 01:00:00","BZN|FR","Without Sequence","54.03","",""
"29/02/2024 01:00:00 - 29/02/2024 02:00:00","BZN|FR","Without Sequence","50.87","",""
"29/02/2024 02:00:00 - 29/02/2024 03:00:00","BZN|FR","Without Sequence","47.97","",""
"29/02/2024 03:00:00 - 29/02/2024 04:00:00","BZN|FR","Without Sequence","47.10","",""
"29/02/2024 04:00:00 - 29/02/2024 05:00:00","BZN|FR","Without Sequence","52.71","",""
"29/02/2024 05:00:00 - 29/02/2024 06:00:00","BZN|FR","Without Sequence","63.50","",""
"29/02/2024 06:00:00 - 29/02/2024 07:00:00","BZN|FR","Without Sequence","74.85","",""
"29/02/2024 07:00:00 - 29/02/2024 08:00:00","BZN|FR","Without Sequence","74.95","",""
"29/02/2024 08:00:00 - 29/02/2024 09:00:00","BZN|FR","Without Sequence","70.71","",""
"29/02/2024 09:00:00 - 29/02/2024 10:00:00","BZN|FR","Without Sequence","64.43","",""
"29/02/2024 10:00:00 - 29/02/2024 11:00:00","BZN|FR","Without Sequence","62.96","",""
"29/02/2024 11:00:00 - 29/02/2024 12:00:00","BZN|FR","Without Sequence","57.36","",""
"29/02/2024 12:00:00 - 29/02/2024 13:00:00","BZN|FR","Without Sequence","56.34","",""
"29/02/2024 13:00:00 - 29/02/2024 14:00:00","BZN|FR","Without Sequence","58.18","",""
"29/02/2024 14:00:00 - 29/02/2024 15:00:00","BZN|FR","Without Sequence","65.39","",""
"29/02/2024 15:00:00 - 29/02/2024 16:00:00","BZN|FR","Without Sequence","66.50","",""
"29/02/2024 16:00:00 - 29/02/2024 17:00:00","BZN|FR","Without Sequence","69.34","",""
"29/02/2024 17:00:00 - 29/02/2024 18:00:00","BZN|FR","Without Sequence","86.26","",""
"29/02/2024 18:00:00 - 29/02/2024 19:00:00","BZN|FR","Without Sequence","80.99","",""
"29/02/2024 19:00:00 - 29/02/2024 20:00:00","BZN|FR","Without Sequence","72.77","",""
"29/02/2024 20:00:00 - 29/02/2024 21:00:00","BZN|FR","Without Sequence","67.25","",""
"29/02/2024 21:00:00 - 29/02/2024 22:00:00","BZN|FR","Without Sequence","64.90","",""
"29/02/2024 22:00:00 - 29/02/2024 23:00:00","BZN|FR","Without Sequence","64.90","",""
"29/02/2024 23:00:00 - 01/03/2024 00:00:00","BZN|FR","Without Sequence","62.04","",""
"01/03/2024 00:00:00 - 01/03/2024 01:00:00","BZN|FR","Without Sequence","61.42","",""
"01/03/2024 01:00:00 - 01/03/2024 02:00:00","BZN|FR","Without Sequence","58.14","",""
"01/03/2024 02:00:00 - 01/03/2024 03:00:00","BZN|FR","Without Sequence","57.83","",""
"01/03/2024 03:00:00 - 01/03/2024 04:00:00","BZN|FR","Without Sequence","58.30","",""
"01/03/2024 04:00:00 - 01/03/2024 05:00:00","BZN|FR","Without Sequence","62.49","",""
"01/03/2024 05:00:00 - 01/03/2024 06:00:00","BZN|FR","Without Sequence","71.58","",""
"01/03/2024 06:00:00 - 01/03/2024 07:00:00","BZN|FR","Without Sequence","79.36","",""
"01/03/2024 07:00:00 - 01/03/2024 08:00:00","BZN|FR","Without Sequence","79.07","",""
"01/03/2024 08:00:00 - 01/03/2024 09:00:00","BZN|FR","Without Sequence","71.34","",""
"01/03/2024 09:00:00 - 01/03/2024 10:00:00","BZN|FR","Without Sequence","66.55","",""
"01/03/2024 10:00:00 - 01/03/2024 11:00:00","BZN|FR","Without Sequence","65.24","",""
"01/03/2024 11:00:00 - 01/03/2024 12:00:00","BZN|FR","Without Sequence","63.87","",""
"01/03/2024 12:00:00 - 01/03/2024 13:00:00","BZN|FR","Without Sequence","59.70","",""
"01/03/2024 13:00:00 - 01/03/2024 14:00:00","BZN|FR","Without Sequence","64.90","",""
"01/03/2024 14:00:00 - 01/03/2024 15:00:00","BZN|FR","Without Sequence","59.83","",""
"01/03/2024 15:00:00 - 01/03/2024 16:00:00","BZN|FR","Without Sequence","55.55","",""
"01/03/2024 16:00:00 - 01/03/2024 17:00:00","BZN|FR","Without Sequence","60.71","",""
"01/03/2024 17:00:00 - 01/03/2024 18:00:00","BZN|FR","Without Sequence","82.45","",""
"01/03/2024 18:00:00 - 01/03/2024 19:00:00","BZN|FR","Without Sequence","87.19","",""
"01/03/2024 19:00:00 - 01/03/2024 20:00:00","BZN|FR","Without Sequence","77.49","",""
"01/03/2024 20:00:00 - 01/03/2024 21:00:00","BZN|FR","Without Sequence","71.62","",""
"01/03/2024 21:00:00 - 01/03/2024 22:00:00","BZN|FR","Without Sequence","70.06","",""
"01/03/2024 22:00:00 - 01/03/2024 23:00:00","BZN|FR","Without Sequence","70.06","",""
"01/03/2024 23:00:00 - 02/03/2024 00:00:00","BZN|FR","Without Sequence","59.95","",""
"02/03/2024 00:00:00 - 02/03/2024 01:00:00","BZN|FR","Without Sequence","56.03","",""
"02/03/2024 01:00:00 - 02/03/2024 02:00:00","BZN|FR","Without Sequence","56.02","",""
"02/03/2024 02:00:00 - 02/03/2024 03:00:00","BZN|FR","Without Sequence","55.48","",""
"02/03/2024 03:00:00 - 02/03/2024 04:00:00","BZN|FR","Without Sequence","54.88","",""
"02/03/2024 04:00:00 - 02/03/2024 05:00:00","BZN|FR","Without Sequence","55.99","",""
"02/03/2024 05:00:00 - 02/03/2024 06:00:00","BZN|FR","Without Sequence","56.58","",""
"02/03/2024 06:00:00 - 02/03/2024 07:00:00","BZN|FR","Without Sequence","60.67","",""
"02/03/2024 07:00:00 - 02/03/2024 08:00:00","BZN|FR","Without Sequence","63.76","",""
"02/03/2024 08:00:00 - 02/03/2024 09:00:00","BZN|FR","Without Sequence","65.75","",""
"02/03/2024 09:00:00 - 02/03/2024 10:00:00","BZN|FR","Without Sequence","60.44","",""
"02/03/2024 10:00:00 - 02/03/2024 11:00:00","BZN|FR","Without Sequence","61.61","",""
"02/03/2024 11:00:00 - 02/03/2024 12:00:00","BZN|FR","Without Sequence","57.66","",""
"02/03/2024 12:00:00 - 02/03/2024 13:00:00","BZN|FR","Without Sequence","54.90","",""
"02/03/2024 13:00:00 - 02/03/2024 14:00:00","BZN|FR","Without Sequence","59.86","",""
"02/03/2024 14:00:00 - 02/03/2024 15:00:00","BZN|FR","Without Sequence","66.08","",""
"02/03/2024 15:00:00 - 02/03/2024 16:00:00","BZN|FR","Without Sequence","73.00","",""
"02/03/2024 16:00:00 - 02/03/2024 17:00:00","BZN|FR","Without Sequence","79.55","",""
"02/03/2024 17:00:00 - 02/03/2024 18:00:00","BZN|FR","Without Sequence","93.60","",""
"02/03/2024 18:00:00 - 02/03/2024 19:00:00","BZN|FR","Without Sequence","89.90","",""
"02/03/2024 19:00:00 - 02/03/2024 20:00:00","BZN|FR","Without Sequence","76.98","",""
"02/03/2024 20:00:00 - 02/03/2024 21:00:00","BZN|FR","Without Sequence","72.28","",""
"02/03/2024 21:00:00 - 02/03/2024 22:00:00","BZN|FR","Without Sequence","79.63","",""
"02/03/2024 22:00:00 - 02/03/2024 23:00:00","BZN|FR","Without Sequence","79.63","",""
"02/03/2024 23:00:00 - 03/03/2024 00:00:00","BZN|FR","Without Sequence","59.74","",""
"03/03/2024 00:00:00 - 03/03/2024 01:00:00","BZN|FR","Without Sequence","61.28","",""
"03/03/2024 01:00:00 - 03/03/2024 02:00:00","BZN|FR","Without Sequence","61.14","",""
"03/03/2024 02:00:00 - 03/03/2024 03:00:00","BZN|FR","Without Sequence","56.91","",""
"03/03/2024 03:00:00 - 03/03/2024 04:00:00","BZN|FR","Without Sequence","55.41","",""
"03/03/2024 04:00:00 - 03/03/2024 05:00:00","BZN|FR","Without Sequence","57.57","",""
"03/03/2024 05:00:00 - 03/03/2024 06:00:00","BZN|FR","Without Sequence","61.13","",""
"03/03/2024 06:00:00 - 03/03/2024 07:00:00","BZN|FR","Without Sequence","63.71","",""
"03/03/2024 07:00:00 - 03/03/2024 08:00:00","BZN|FR","Without Sequence","63.35","",""
"03/03/2024 08:00:00 - 03/03/2024 09:00:00","BZN|FR","Without Sequence","63.01","",""
"03/03/2024 09:00:00 - 03/03/2024 10:00:00","BZN|FR","Without Sequence","62.41","",""
"03/03/2024 10:00:00 - 03/03/2024 11:00:00","BZN|FR","Without Sequence","60.53","",""
"03/03/2024 11:00:00 - 03/03/2024 12:00:00","BZN|FR","Without Sequence","50.96","",""
"03/03/2024 12:00:00 - 03/03/2024 13:00:00","BZN|FR","Without Sequence","42.51","",""
"03/03/2024 13:00:00 - 03/03/2024 14:00:00","BZN|FR","Without Sequence","46.84","",""
"03/03/2024 14:00:00 - 03/03/2024 15:00:00","BZN|FR","Without Sequence","54.93","",""
"03/03/2024 15:00:00 - 03/03/2024 16:00:00","BZN|FR","Without Sequence","60.28","",""
"03/03/2024 16:00:00 - 03/03/2024 17:00:00","BZN|FR","Without Sequence","71.86","",""
"03/03/2024 17:00:00 - 03/03/2024 18:00:00","BZN|FR","Without Sequence","78.53","",""
"03/03/2024 18:00:00 - 03/03/2024 19:00:00","BZN|FR","Without Sequence","86.96","",""
"03/03/2024 19:00:00 - 03/03/2024 20:00:00","BZN|FR","Without Sequence","81.80","",""
"03/03/2024 20:00:00 - 03/03/2024 21:00:00","BZN|FR","Without Sequence","75.00","",""
"03/03/2024 21:00:00 - 03/03/2024 22:00:00","BZN|FR","Without Sequence","72.18","",""
"03/03/2024 22:00:00 - 03/03/2024 23:00:00","BZN|FR","Without Sequence","72.18","",""
"03/03/2024 23:00:00 - 04/03/2024 00:00:00","BZN|FR","Without Sequence","69.13","",""
"04/03/2024 00:00:00 - 04/03/2024 01:00:00","BZN|FR","Without Sequence","67.90","",""
"04/03/2024 01:00:00 - 04/03/2024 02:00:00","BZN|FR","Without Sequence","67.41","",""
"04/03/2024 02:00:00 - 04/03/2024 03:00:00","BZN|FR","Without Sequence","66.22","",""
"04/03/2024 03:00:00 - 04/03/2024 04:00:00","BZN|FR","Without Sequence","65.59","",""
"04/03/2024 04:00:00 - 04/03/2024 05:00:00","BZN|FR","Without Sequence","70.83","",""
"04/03/2024 05:00:00 - 04/03/2024 06:00:00","BZN|FR","Without Sequence","81.18","",""
"04/03/2024 06:00:00 - 04/03/2024 07:00:00","BZN|FR","Without Sequence","96.67","",""
"04/03/2024 07:00:00 - 04/03/2024 08:00:00","BZN|FR","Without Sequence","102.97","",""
"04/03/2024 08:00:00 - 04/03/2024 09:00:00","BZN|FR","Without Sequence","85.02","",""
"04/03/2024 09:00:00 - 04/03/2024 10:00:00","BZN|FR","Without Sequence","73.56","",""
"04/03/2024 10:00:00 - 04/03/2024 11:00:00","BZN|FR","Without Sequence","66.02","",""
"04/03/2024 11:00:00 - 04/03/2024 12:00:00","BZN|FR","Without Sequence","64.69","",""
"04/03/2024 12:00:00 - 04/03/2024 13:00:00","BZN|FR","Without Sequence","61.29","",""
"04/03/2024 13:00:00 - 04/03/2024 14:00:00","BZN|FR","Without Sequence","62.50","",""
"04/03/2024 14:00:00 - 04/03/2024 15:00:00","BZN|FR","Without Sequence","69.86","",""
"04/03/2024 15:00:00 - 04/03/2024 16:00:00","BZN|FR","Without Sequence","68.31","",""
"04/03/2024 16:00:00 - 04/03/2024 17:00:00","BZN|FR","Without Sequence","68.04","",""
"04/03/2024 17:00:00 - 04/03/2024 18:00:00","BZN|FR","Without Sequence","105.18","",""
"04/03/2024 18:00:00 - 04/03/2024 19:00:00","BZN|FR","Without Sequence","99.13","",""
"04/03/2024 19:00:00 - 04/03/2024 20:00:00","BZN|FR","Without Sequence","80.52","",""
"04/03/2024 20:00:00 - 04/03/2024 21:00:00","BZN|FR","Without Sequence","71.39","",""
"04/03/2024 21:00:00 - 04/03/2024 22:00:00","BZN|FR","Without Sequence","67.49","",""
"04/03/2024 22:00:00 - 04/03/2024 23:00:00","BZN|FR","Without Sequence","67.49","",""
"04/03/2024 23:00:00 - 05/03/2024 00:00:00","BZN|FR","Without Sequence","61.96","",""
"05/03/2024 00:00:00 - 05/03/2024 01:00:00","BZN|FR","Without Sequence","61.67","",""
"05/03/2024 01:00:00 - 05/03/2024 02:00:00","BZN|FR","Without Sequence","61.33","",""
"05/03/2024 02:00:00 - 05/03/2024 03:00:00","BZN|FR","Without Sequence","59.86","",""
"05/03/2024 03:00:00 - 05/03/2024 04:00:00","BZN|FR","Without Sequence","60.56","",""
"05/03/2024 04:00:00 - 05/03/2024 05:00:00","BZN|FR","Without Sequence","61.67","",""
"05/03/2024 05:00:00 - 05/03/2024 06:00:00","BZN|FR","Without Sequence","71.53","",""
"05/03/2024 06:00:00 - 05/03/2024 07:00:00","BZN|FR","Without Sequence","79.28","",""
"05/03/2024 07:00:00 - 05/03/2024 08:00:00","BZN|FR","Without Sequence","83.02","",""
"05/03/2024 08:00:00 - 05/03/2024 09:00:00","BZN|FR","Without Sequence","77.00","",""
"05/03/2024 09:00:00 - 05/03/2024 10:00:00","BZN|FR","Without Sequence","71.15","",""
"05/03/2024 10:00:00 - 05/03/2024 11:00:00","BZN|FR","Without Sequence","69.72","",""
"05/03/2024 11:00:00 - 05/03/2024 12:00:00","BZN|FR","Without Sequence","66.17","",""
"05/03/2024 12:00:00 - 05/03/2024 13:00:00","BZN|FR","Without Sequence","66.07","",""
"05/03/2024 13:00:00 - 05/03/2024 14:00:00","BZN|FR","Without Sequence","69.85","",""
"05/03/2024 14:00:00 - 05/03/2024 15:00:00","BZN|FR","Without Sequence","71.15","",""
"05/03/2024 15:00:00 - 05/03/2024 16:00:00","BZN|FR","Without Sequence","76.39","",""
"05/03/2024 16:00:00 - 05/03/2024 17:00:00","BZN|FR","Without Sequence","83.15","",""
"05/03/2024 17:00:00 - 05/03/2024 18:00:00","BZN|FR","Without Sequence","104.66","",""
"05/03/2024 18:00:00 - 05/03/2024 19:00:00","BZN|FR","Without Sequence","125.17","",""
"05/03/2024 19:00:00 - 05/03/2024 20:00:00","BZN|FR","Without Sequence","104.29","",""
"05/03/2024 20:00:00 - 05/03/2024 21:00:00","BZN|FR","Without Sequence","90.11","",""
"05/03/2024 21:00:00 - 05/03/2024 22:00:00","BZN|FR","Without Sequence","85.41","",""
"05/03/2024 22:00:00 - 05/03/2024 23:00:00","BZN|FR","Without Sequence","85.41","",""
"05/03/2024 23:00:00 - 06/03/2024 00:00:00","BZN|FR","Without Sequence","71.00","",""
"06/03/2024 00:00:00 - 06/03/2024 01:00:00","BZN|FR","Without Sequence","70.70","",""
"06/03/2024 01:00:00 - 06/03/2024 02:00:00","BZN|FR","Without Sequence","70.46","",""
"06/03/2024 02:00:00 - 06/03/2024 03:00:00","BZN|FR","Without Sequence","69.74","",""
"06/03/2024 03:00:00 - 06/03/2024 04:00:00","BZN|FR","Without Sequence","70.46","",""
"06/03/2024 04:00:00 - 06/03/2024 05:00:00","BZN|FR","Without Sequence","73.91","",""
"06/03/2024 05:00:00 - 06/03/2024 06:00:00","BZN|FR","Without Sequence","83.98","",""
"06/03/2024 06:00:00 - 06/03/2024 07:00:00","BZN|FR","Without Sequence","106.64","",""
"06/03/2024 07:00:00 - 06/03/2024 08:00:00","BZN|FR","Without Sequence","108.70","",""
"06/03/2024 08:00:00 - 06/03/2024 09:00:00","BZN|FR","Without Sequence","87.21","",""
"06/03/2024 09:00:00 - 06/03/2024 10:00:00","BZN|FR","Without Sequence","76.82","",""
"06/03/2024 10:00:00 - 06/03/2024 11:00:00","BZN|FR","Without Sequence","72.74","",""
"06/03/2024 11:00:00 - 06/03/2024 12:00:00","BZN|FR","Without Sequence","69.37","",""
"06/03/2024 12:00:00 - 06/03/2024 13:00:00","BZN|FR","Without Sequence","69.29","",""
"06/03/2024 13:00:00 - 06/03/2024 14:00:00","BZN|FR","Without Sequence","70.64","",""
"06/03/2024 14:00:00 - 06/03/2024 15:00:00","BZN|FR","Without Sequence","72.35","",""
"06/03/2024 15:00:00 - 06/03/2024 16:00:00","BZN|FR","Without Sequence","74.51","",""
"06/03/2024 16:00:00 - 06/03/2024 17:00:00","BZN|FR","Without Sequence","79.47","",""
"06/03/2024 17:00:00 - 06/03/2024 18:00:00","BZN|FR","Without Sequence","116.74","",""
"06/03/2024 18:00:00 - 06/03/2024 19:00:00","BZN|FR","Without Sequence","119.27","",""
"06/03/2024 19:00:00 - 06/03/2024 20:00:00","BZN|FR","Without Sequence","93.48","",""
"06/03/2024 20:00:00 - 06/03/2024 21:00:00","BZN|FR","Without Sequence","80.15","",""
"06/03/2024 21:00:00 - 06/03/2024 22:00:00","BZN|FR","Without Sequence","77.98","",""
"06/03/2024 22:00:00 - 06/03/2024 23:00:00","BZN|FR","Without Sequence","77.98","",""
"06/03/2024 23:00:00 - 07/03/2024 00:00:00","BZN|FR","Without Sequence","73.33","",""
"07/03/2024 00:00:00 - 07/03/2024 01:00:00","BZN|FR","Without Sequence","72.32","",""
"07/03/2024 01:00:00 - 07/03/2024 02:00:00","BZN|FR","Without Sequence","70.34","",""
"07/03/2024 02:00:00 - 07/03/2024 03:00:00","BZN|FR","Without Sequence","68.71","",""
"07/03/2024 03:00:00 - 07/03/2024 04:00:00","BZN|FR","Without Sequence","69.89","",""
"07/03/2024 04:00:00 - 07/03/2024 05:00:00","BZN|FR","Without Sequence","73.13","",""
"07/03/2024 05:00:00 - 07/03/2024 06:00:00","BZN|FR","Without Sequence","84.27","",""
"07/03/2024 06:00:00 - 07/03/2024 07:00:00","BZN|FR","Without Sequence","103.20","",""
"07/03/2024 07:00:00 - 07/03/2024 08:00:00","BZN|FR","Without Sequence","96.70","",""
"07/03/2024 08:00:00 - 07/03/2024 09:00:00","BZN|FR","Without Sequence","79.09","",""
"07/03/2024 09:00:00 - 07/03/2024 10:00:00","BZN|FR","Without Sequence","71.31","",""
"07/03/2024 10:00:00 - 07/03/2024 11:00:00","BZN|FR","Without Sequence","66.16","",""
"07/03/2024 11:00:00 - 07/03/2024 12:00:00","BZN|FR","Without Sequence","61.58","",""
"07/03/2024 12:00:00 - 07/03/2024 13:00:00","BZN|FR","Without Sequence","59.82","",""
"07/03/2024 13:00:00 - 07/03/2024 14:00:00","BZN|FR","Without Sequence","63.19","",""
"07/03/2024 14:00:00 - 07/03/2024 15:00:00","BZN|FR","Without Sequence","60.97","",""
"07/03/2024 15:00:00 - 07/03/2024 16:00:00","BZN|FR","Without Sequence","57.70","",""
"07/03/2024 16:00:00 - 07/03/2024 17:00:00","BZN|FR","Without Sequence","69.07","",""
"07/03/2024 17:00:00 - 07/03/2024 18:00:00","BZN|FR","Without Sequence","78.06","",""
"07/03/2024 18:00:00 - 07/03/2024 19:00:00","BZN|FR","Without Sequence","89.57","",""
"07/03/2024 19:00:00 - 07/03/2024 20:00:00","BZN|FR","Without Sequence","74.06","",""
"07/03/2024 20:00:00 - 07/03/2024 21:00:00","BZN|FR","Without Sequence","73.78","",""
"07/03/2024 21:00:00 - 07/03/2024 22:00:00","BZN|FR","Without Sequence","73.56","",""
"07/03/2024 22:00:00 - 07/03/2024 23:00:00","BZN|FR","Without Sequence","73.56","",""
"07/03/2024 23:00:00 - 08/03/2024 00:00:00","BZN|FR","Without Sequence","68.69","",""
"08/03/2024 00:00:00 - 08/03/2024 01:00:00","BZN|FR","Without Sequence","66.96","",""
"08/03/2024 01:00:00 - 08/03/2024 02:00:00","BZN|FR","Without Sequence","67.01","",""
"08/03/2024 02:00:00 - 08/03/2024 03:00:00","BZN|FR","Without Sequence","65.99","",""
"08/03/2024 03:00:00 - 08/03/2024 04:00:00","BZN|FR","Without Sequence","62.91","",""
"08/03/2024 04:00:00 - 08/03/2024 05:00:00","BZN|FR","Without Sequence","67.42","",""
"08/03/2024 05:00:00 - 08/03/2024 06:00:00","BZN|FR","Without Sequence","76.72","",""
"08/03/2024 06:00:00 - 08/03/2024 07:00:00","BZN|FR","Without Sequence","94.66","",""
"08/03/2024 07:00:00 - 08/03/2024 08:00:00","BZN|FR","Without Sequence","88.89","",""
"08/03/2024 08:00:00 - 08/03/2024 09:00:00","BZN|FR","Without Sequence","74.36","",""
"08/03/2024 09:00:00 - 08/03/2024 10:00:00","BZN|FR","Without Sequence","59.02","",""
"08/03/2024 10:00:00 - 08/03/2024 11:00:00","BZN|FR","Without Sequence","52.52","",""
"08/03/2024 11:00:00 - 08/03/2024 12:00:00","BZN|FR","Without Sequence","42.33","",""
"08/03/2024 12:00:00 - 08/03/2024 13:00:00","BZN|FR","Without Sequence","29.07","",""
"08/03/2024 13:00:00 - 08/03/2024 14:00:00","BZN|FR","Without Sequence","42.96","",""
"08/03/2024 14:00:00 - 08/03/2024 15:00:00","BZN|FR","Without Sequence","48.91","",""
"08/03/2024 15:00:00 - 08/03/2024 16:00:00","BZN|FR","Without Sequence","58.06","",""
"08/03/2024 16:00:00 - 08/03/2024 17:00:00","BZN|FR","Without Sequence","73.96","",""
"08/03/2024 17:00:00 - 08/03/2024 18:00:00","BZN|FR","Without Sequence","85.55","",""
"08/03/2024 18:00:00 - 08/03/2024 19:00:00","BZN|FR","Without Sequence","81.96","",""
"08/03/2024 19:00:00 - 08/03/2024 20:00:00","BZN|FR","Without Sequence","73.13","",""
"08/03/2024 20:00:00 - 08/03/2024 21:00:00","BZN|FR","Without Sequence","66.03","",""
"08/03/2024 21:00:00 - 08/03/2024 22:00:00","BZN|FR","Without Sequence","65.68","",""
"08/03/2024 22:00:00 - 08/03/2024 23:00:00","BZN|FR","Without Sequence","65.68","",""
"08/03/2024 23:00:00 - 09/03/2024 00:00:00","BZN|FR","Without Sequence","57.31","",""
"09/03/2024 00:00:00 - 09/03/2024 01:00:00","BZN|FR","Without Sequence","55.64","",""
"09/03/2024 01:00:00 - 09/03/2024 02:00:00","BZN|FR","Without Sequence","54.47","",""
"09/03/2024 02:00:00 - 09/03/2024 03:00:00","BZN|FR","Without Sequence","53.25","",""
"09/03/2024 03:00:00 - 09/03/2024 04:00:00","BZN|FR","Without Sequence","49.47","",""
"09/03/2024 04:00:00 - 09/03/2024 05:00:00","BZN|FR","Without Sequence","48.75","",""
"09/03/2024 05:00:00 - 09/03/2024 06:00:00","BZN|FR","Without Sequence","51.34","",""
"09/03/2024 06:00:00 - 09/03/2024 07:00:00","BZN|FR","Without Sequence","53.06","",""
"09/03/2024 07:00:00 - 09/03/2024 08:00:00","BZN|FR","Without Sequence","53.06","",""
"09/03/2024 08:00:00 - 09/03/2024 09:00:00","BZN|FR","Without Sequence","48.12","",""
"09/03/2024 09:00:00 - 09/03/2024 10:00:00","BZN|FR","Without Sequence","36.42","",""
"09/03/2024 10:00:00 - 09/03/2024 11:00:00","BZN|FR","Without Sequence","18.45","",""
"09/03/2024 11:00:00 - 09/03/2024 12:00:00","BZN|FR","Without Sequence","9.22","",""
"09/03/2024 12:00:00 - 09/03/2024 13:00:00","BZN|FR","Without Sequence","7.88","",""
"09/03/2024 13:00:00 - 09/03/2024 14:00:00","BZN|FR","Without Sequence","17.85","",""
"09/03/2024 14:00:00 - 09/03/2024 15:00:00","BZN|FR","Without Sequence","28.90","",""
"09/03/2024 15:00:00 - 09/03/2024 16:00:00","BZN|FR","Without Sequence","52.67","",""
"09/03/2024 16:00:00 - 09/03/2024 17:00:00","BZN|FR","Without Sequence","69.82","",""
"09/03/2024 17:00:00 - 09/03/2024 18:00:00","BZN|FR","Without Sequence","78.32","",""
"09/03/2024 18:00:00 - 09/03/2024 19:00:00","BZN|FR","Without Sequence","77.50","",""
"09/03/2024 19:00:00 - 09/03/2024 20:00:00","BZN|FR","Without Sequence","68.85","",""
"09/03/2024 20:00:00 - 09/03/2024 21:00:00","BZN|FR","Without Sequence","60.47","",""
"09/03/2024 21:00:00 - 09/03/2024 22:00:00","BZN|FR","Without Sequence","64.79","",""
"09/03/2024 22:00:00 - 09/03/2024 23:00:00","BZN|FR","Without Sequence","64.79","",""
"09/03/2024 23:00:00 - 10/03/2024 00:00:00","BZN|FR","Without Sequence","48.65","",""
"10/03/2024 00:00:00 - 10/03/2024 01:00:00","BZN|FR","Without Sequence","46.06","",""
"10/03/2024 01:00:00 - 10/03/2024 02:00:00","BZN|FR","Without Sequence","40.98","",""
"10/03/2024 02:00:00 - 10/03/2024 03:00:00","BZN|FR","Without Sequence","35.55","",""
"10/03/2024 03:00:00 - 10/03/2024 04:00:00","BZN|FR","Without Sequence","32.39","",""
"10/03/2024 04:00:00 - 10/03/2024 05:00:00","BZN|FR","Without Sequence","32.28","",""
